"Member"	"ID"	"Name"	"Desc"	"4"	"5"	"6"	"7"	"8"	"9"	"10"
"0x220B 0xBC4011A3"	"0x010D"	"Schedule_2"	"Schedule_2"	"Schedule_2"	"Schedule_2"	"Schedule_2"	"Schedule_2"	"Schedule_2"	"Schedule_2"	
"0x220B 0xBC4011A3"	"0x1200"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	
"0x220B 0xBC4011A3"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220B 0xBC4011A3"	"0x0210"	""	""	""	""	""	""	""	""	
"0x220B 0xBC4011A3"	"0x0213"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	"ModeTSP_2"	
"0x220D 'Schedule\02:Monday'"	"0x1100"	"02:Monday"	"02:Monday"	"02:Monday"	"02:Monday"	"02:Monday"	"02:Monday"	"02:Monday"	"02:Monday"	
"0x220D 'Schedule\02:Monday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Tuesday'"	"0x1100"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	"02:Tuesday"	
"0x220D 'Schedule\02:Tuesday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Wednesday'"	"0x1100"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	"02:Wednesday"	
"0x220D 'Schedule\02:Wednesday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Thursday'"	"0x1100"	"02:Thursday"	"02:Thursday"	"02:Thursday"	"02:Thursday"	"02:Thursday"	"02:Thursday"	"02:Thursday"	"02:Thursday"	
"0x220D 'Schedule\02:Thursday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Friday'"	"0x1100"	"02:Friday"	"02:Friday"	"02:Friday"	"02:Friday"	"02:Friday"	"02:Friday"	"02:Friday"	"02:Friday"	
"0x220D 'Schedule\02:Friday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Saturday'"	"0x1100"	"02:Saturday"	"02:Saturday"	"02:Saturday"	"02:Saturday"	"02:Saturday"	"02:Saturday"	"02:Saturday"	"02:Saturday"	
"0x220D 'Schedule\02:Saturday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Sunday'"	"0x1100"	"02:Sunday"	"02:Sunday"	"02:Sunday"	"02:Sunday"	"02:Sunday"	"02:Sunday"	"02:Sunday"	"02:Sunday"	
"0x220D 'Schedule\02:Sunday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\02:Exception'"	"0x1100"	"02:Exception"	"02:Exception"	"02:Exception"	"02:Exception"	"02:Exception"	"02:Exception"	"02:Exception"	"02:Exception"	
"0x220D 'Schedule\02:Exception'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x2302 'Schedule\TSP_2_Rst'"	"0x1100"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	
"0x2302 'Schedule\TSP_2_Rst'"	"0x010D"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	"TSP_2_Rst"	
"0x2302 'Schedule\TSP_2_Rst'"	"0x1101"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	
"0x2302 'Schedule\ModeTSP_3'"	"0x1100"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	
"0x2302 'Schedule\ModeTSP_3'"	"0x010D"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	
"0x2302 'Schedule\ModeTSP_3'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220B 0xBC4002F7"	"0x1100"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	
"0x220B 0xBC4002F7"	"0x010D"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	"Schedule_3"	
"0x220B 0xBC4002F7"	"0x1200"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	"Date*Range*WDay*Cal"	
"0x220B 0xBC4002F7"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220B 0xBC4002F7"	"0x0210"	""	""	""	""	""	""	""	""	
"0x220B 0xBC4002F7"	"0x0213"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	"ModeTSP_3"	
"0x220D 'Schedule\03:Monday'"	"0x1100"	"03:Monday"	"03:Monday"	"03:Monday"	"03:Monday"	"03:Monday"	"03:Monday"	"03:Monday"	"03:Monday"	
"0x220D 'Schedule\03:Monday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Tuesday'"	"0x1100"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	"03:Tuesday"	
"0x220D 'Schedule\03:Tuesday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Wednesday'"	"0x1100"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	"03:Wednesday"	
"0x220D 'Schedule\03:Wednesday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Thursday'"	"0x1100"	"03:Thursday"	"03:Thursday"	"03:Thursday"	"03:Thursday"	"03:Thursday"	"03:Thursday"	"03:Thursday"	"03:Thursday"	
"0x220D 'Schedule\03:Thursday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Friday'"	"0x1100"	"03:Friday"	"03:Friday"	"03:Friday"	"03:Friday"	"03:Friday"	"03:Friday"	"03:Friday"	"03:Friday"	
"0x220D 'Schedule\03:Friday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Saturday'"	"0x1100"	"03:Saturday"	"03:Saturday"	"03:Saturday"	"03:Saturday"	"03:Saturday"	"03:Saturday"	"03:Saturday"	"03:Saturday"	
"0x220D 'Schedule\03:Saturday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Sunday'"	"0x1100"	"03:Sunday"	"03:Sunday"	"03:Sunday"	"03:Sunday"	"03:Sunday"	"03:Sunday"	"03:Sunday"	"03:Sunday"	
"0x220D 'Schedule\03:Sunday'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x220D 'Schedule\03:Exception'"	"0x1100"	"03:Exception"	"03:Exception"	"03:Exception"	"03:Exception"	"03:Exception"	"03:Exception"	"03:Exception"	"03:Exception"	
"0x220D 'Schedule\03:Exception'"	"0x1101"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	"Prt*Eco*Cmf"	
"0x2302 'Schedule\TSP_3_Rst'"	"0x1100"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	
"0x2302 'Schedule\TSP_3_Rst'"	"0x010D"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	"TSP_3_Rst"	
"0x2302 'Schedule\TSP_3_Rst'"	"0x1101"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	"Off*On"	
"0x2309 '0x031D\GlobalCfg'"	"0x1100"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	
"0x2309 '0x031D\GlobalCfg'"	"0x010D"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	"GlobalCfg"	
"0x2309 '0x031D\Room1'"	"0x1100"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	
"0x2309 '0x031D\Room1'"	"0x010D"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	"Room1"	
"0x2308 'Room1\Room1.TR'"	"0x1100"	"TR"	"TR"	"TR"	"TR"	"TR"	"TR"	"TR"	"TR"	
"0x2308 'Room1\Room1.TR'"	"0x010D"	"Room1.TR"	"Room1.TR"	"Room1.TR"	"Room1.TR"	"Room1.TR"	"Room1.TR"	"Room1.TR"	"Room1.TR"	
"0x2300 'Room1\Room1.TR.SpTiCom'"	"0x1100"	"SpTiCom"	"SpTiCom"	"SpTiCom"	"SpTiCom"	"SpTiCom"	"SpTiCom"	"SpTiCom"	"SpTiCom"	
"0x2300 'Room1\Room1.TR.SpTiCom'"	"0x010D"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	"Room1.TR.SpTiCom"	
"0x2300 'Room1\Room1.TR.SpTiCom'"	"0x1102"	"s"	"s"	"s"	"s"	"s"	"s"	"s"	"s"	
"0x2203 'Room1\Room1.TR.Val'"	"0x1100"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	
"0x2203 'Room1\Room1.TR.Val'"	"0x010D"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	"Room1.TR.Val"	
"0x2203 'Room1\Room1.TR.Val'"	"0x1102"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	
"0x2203 'Room1\Room1.TR.Val'"	"0x1214"	"dK"	"dK"	"dK"	"dK"	"dK"	"dK"	"dK"	"dK"	
"0x2308 'Room1\Room1.CndMon2'"	"0x1100"	"CndMon2"	"CndMon2"	"CndMon2"	"CndMon2"	"CndMon2"	"CndMon2"	"CndMon2"	"CndMon2"	
"0x2308 'Room1\Room1.CndMon2'"	"0x010D"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	"Room1.CndMon2"	
"0x2304 'Room1\Room1.CndMon2.RefIO'"	"0x1100"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	
"0x2304 'Room1\Room1.CndMon2.RefIO'"	"0x010D"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	"Room1.CndMon2.RefIO"	
"0x2204 'Room1\Room1.CndMon2.Val'"	"0x1100"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	
"0x2204 'Room1\Room1.CndMon2.Val'"	"0x010D"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	"Room1.CndMon2.Val"	
"0x2204 'Room1\Room1.CndMon2.Val'"	"0x1101"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	
"0x2308 'Room1\Room1.CndMon'"	"0x1100"	"CndMon"	"CndMon"	"CndMon"	"CndMon"	"CndMon"	"CndMon"	"CndMon"	"CndMon"	
"0x2308 'Room1\Room1.CndMon'"	"0x010D"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	"Room1.CndMon"	
"0x2304 'Room1\Room1.CndMon.RefIO'"	"0x1100"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	
"0x2304 'Room1\Room1.CndMon.RefIO'"	"0x010D"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	"Room1.CndMon.RefIO"	
"0x2204 'Room1\Room1.CndMon.Val'"	"0x1100"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	
"0x2204 'Room1\Room1.CndMon.Val'"	"0x010D"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	"Room1.CndMon.Val"	
"0x2204 'Room1\Room1.CndMon.Val'"	"0x1101"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	
"0x2308 'Room1\Room1.CndMon3'"	"0x1100"	"CndMon3"	"CndMon3"	"CndMon3"	"CndMon3"	"CndMon3"	"CndMon3"	"CndMon3"	"CndMon3"	
"0x2308 'Room1\Room1.CndMon3'"	"0x010D"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	"Room1.CndMon3"	
"0x2304 'Room1\Room1.CndMon3.RefIO'"	"0x1100"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	
"0x2304 'Room1\Room1.CndMon3.RefIO'"	"0x010D"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	"Room1.CndMon3.RefIO"	
"0x2204 'Room1\Room1.CndMon3.Val'"	"0x1100"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	
"0x2204 'Room1\Room1.CndMon3.Val'"	"0x010D"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	"Room1.CndMon3.Val"	
"0x2204 'Room1\Room1.CndMon3.Val'"	"0x1101"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	
"0x2308 'Room1\Room1.CndMon4'"	"0x1100"	"CndMon4"	"CndMon4"	"CndMon4"	"CndMon4"	"CndMon4"	"CndMon4"	"CndMon4"	"CndMon4"	
"0x2308 'Room1\Room1.CndMon4'"	"0x010D"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	"Room1.CndMon4"	
"0x2304 'Room1\Room1.CndMon4.RefIO'"	"0x1100"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	"RefIO"	
"0x2304 'Room1\Room1.CndMon4.RefIO'"	"0x010D"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	"Room1.CndMon4.RefIO"	
"0x2204 'Room1\Room1.CndMon4.Val'"	"0x1100"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	"Val"	
"0x2204 'Room1\Room1.CndMon4.Val'"	"0x010D"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	"Room1.CndMon4.Val"	
"0x2204 'Room1\Room1.CndMon4.Val'"	"0x1101"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	"Passive*Active*Null"	
"0x2302 'Room1\Room1.OpModMan'"	"0x1100"	"OpModMan"	"OpModMan"	"OpModMan"	"OpModMan"	"OpModMan"	"OpModMan"	"OpModMan"	"OpModMan"	
"0x2302 'Room1\Room1.OpModMan'"	"0x010D"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	"Room1.OpModMan"	
"0x2302 'Room1\Room1.OpModMan'"	"0x1101"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	"Prt*Eco*Cmf*Auto"	
"0x2302 'Room1\Room1.ShedSel'"	"0x1100"	"ShedSel"	"ShedSel"	"ShedSel"	"ShedSel"	"ShedSel"	"ShedSel"	"ShedSel"	"ShedSel"	
"0x2302 'Room1\Room1.ShedSel'"	"0x010D"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	"Room1.ShedSel"	
"0x2302 'Room1\Room1.ShedSel'"	"0x1101"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	"TSP_1*TSP_2*TSP_3"	
"0x2300 'Room1\Room1.SpTRPrt'"	"0x1100"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	"SpTRPrt"	
"0x2300 'Room1\Room1.SpTRPrt'"	"0x010D"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	"Room1.SpTRPrt"	
"0x2300 'Room1\Room1.SpTRPrt'"	"0x1102"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	
"0x2300 'Room1\Room1.SpTREco'"	"0x1100"	"SpTREco"	"SpTREco"	"SpTREco"	"SpTREco"	"SpTREco"	"SpTREco"	"SpTREco"	"SpTREco"	
"0x2300 'Room1\Room1.SpTREco'"	"0x010D"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	"Room1.SpTREco"	
"0x2300 'Room1\Room1.SpTREco'"	"0x1102"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	
"0x2300 'Room1\Room1.SpTRCmf'"	"0x1100"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	"SpTRCmf"	
"0x2300 'Room1\Room1.SpTRCmf'"	"0x010D"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	"Room1.SpTRCmf"	
"0x2300 'Room1\Room1.SpTRCmf'"	"0x1102"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	"°C"	
"0x2202 'Room1\Room1.PltMod'"	"0x1100"	"PltMod"	"PltMod"	"PltMod"	"PltMod"	"PltMod"	"PltMod"	"PltMod"	"PltMod"	
"0x2202 'Room1\Room1.PltMod'"	"0x010D"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	"Room1.PltMod"	
"0x2202 'Room1\Room1.PltMod'"	"0x1101"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	"Null*Auto*Off*Ctl*Flt"	
"0x2308 'Room1\Room1.VlvCtl'"	"0x1100"	"VlvCtl"	"VlvCtl"	"VlvCtl"	"VlvCtl"	"VlvCtl"	"VlvCtl"	"VlvCtl"	"VlvCtl"	
"0x2308 'Room1\Room1.VlvCtl'"	"0x010D"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	"Room1.VlvCtl"	
"0x2202 'Room1\Room1.VlvCtl.AggrMod'"	"0x1100"	"AggrMod"	"AggrMod"	"AggrMod"	"AggrMod"	"AggrMod"	"AggrMod"	"AggrMod"	"AggrMod"	
"0x2202 'Room1\Room1.VlvCtl.AggrMod'"	"0x010D"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	"Room1.VlvCtl.AggrMod"	
"0x2202 'Room1\Room1.VlvCtl.AggrMod'"	"0x1101"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	"Auto*Off*On*Dmd*Loop*Low*High*Swi*Last*LoopDmd"	
"0x2300 'Room1\Room1.VlvCtl.Low'"	"0x1100"	"Low"	"Low"	"Low"	"Low"	"Low"	"Low"	"Low"	"Low"	
